bisai,result
1021359,lose
1021361,win
1021362,win
1021363,draw
1021553,win
1022158,win
974053,draw
1004381,lose
1004383,draw
1004391,lose
1004392,win
1017296,win
1017297,win
1017298,win
1017299,win
1017300,lose
1017301,lose
1017302,win
1021902,win
1022041,win
1022042,draw
1017553,win
961832,lose
955039,win
961148,win
961149,draw
961193,win
961198,lose
967630,draw
971284,draw
971287,lose
971288,draw
971289,draw
971291,draw
976702,win
976703,draw
976704,lose
979916,win
979948,win
983848,draw
986527,draw
986742,lose
1001694,win
1004394,draw
1014560,lose
1014582,win
1015436,lose
1016797,win
1017552,lose
1019124,win
1019488,win
1019740,win
1020870,win
1020872,win
1021635,win
1022098,win
1022184,win
1022185,win
1022195,lose
965044,draw
979398,win
986551,lose
1019807,draw
972570,lose
957196,lose
961204,lose
972566,draw
972574,win
974595,lose
974602,lose
975519,lose
976290,win
986481,lose
986550,win
986557,draw
1002852,win
1014583,lose
1017650,win
1018914,draw
1020539,lose
1021057,lose
1021618,win
1021619,win
1022194,draw
1008743,draw
984284,draw
984290,lose
1018035,win
959289,draw
959294,win
962254,win
1021145,win
959467,win
959468,lose
961606,win
964573,win
1004205,lose
1017551,lose
967617,win
971285,win
1017532,win
1018168,lose
1014607,draw
953591,draw
954900,win
954923,win
954927,draw
955171,win
1013511,draw
1017651,lose
1017675,lose
993386,win
961136,lose
1020694,lose
1021620,lose
984286,win
993382,lose
1006713,lose
1017622,win
1021058,lose
957983,win
976284,lose
1006717,lose
1006809,draw
1003907,win
1012812,win
1021636,win
967629,lose
1003906,lose
1006331,win
1006337,win
1006341,draw
1011406,win
1014868,win
1014871,draw
1014873,lose
1014875,lose
1019026,draw
1021711,draw
1013501,draw
984291,draw
1014257,lose
1001371,win
1001416,draw
1012814,win
1014872,lose
1008938,win
984293,win
1003908,win
1003909,draw
1008577,lose
1001391,win
1003910,win
1001404,draw
1003911,win
1001441,draw
1003912,lose
1007914,lose
1007916,win
1018108,lose
1018109,win
1007119,lose
1007655,win
1007656,win
1007915,lose
1007918,win
1007920,draw
1007960,lose
1014688,lose
1007933,lose
1013564,win
1019813,lose
1007118,lose
1009786,win
1014689,lose
1014690,draw
1013227,draw
1017016,win
957198,lose
957239,win
1013560,draw
1021610,win
961200,lose
1001699,win
957254,win
967159,win
1018372,draw
1018374,draw
1022206,lose
986476,lose
989762,win
1022207,draw
1022208,lose
974045,lose
974594,draw
977985,draw
986479,win
986514,win
986533,draw
986535,win
986543,draw
986552,lose
986750,win
987132,lose
989757,win
989783,draw
1013233,win
1013961,draw
1014509,draw
1015795,draw
1018169,win
1018369,win
1018373,draw
1020051,draw
1020540,lose
979911,draw
953589,win
976286,draw
957200,draw
961605,draw
964416,lose
989797,win
1000752,lose
1015794,lose
1016919,win
1016945,lose
1018370,win
1018371,lose
962443,lose
962673,lose
962684,win
965452,win
966883,win
966904,win
966910,lose
966933,lose
966946,win
966984,win
967153,win
981919,win
1017012,win
1017017,draw
1017018,draw
1017019,win
1021360,win
1013234,draw
964249,win
964250,lose
965183,win
965449,lose
968189,win
968191,lose
969934,lose
969960,win
969964,draw
973411,win
1000736,win
1013232,draw
1013878,lose
1015793,draw
1019450,draw
1019990,win
1020061,win
1020137,draw
1020209,win
1020541,lose
1022159,win
1022211,draw
1022212,win
1022214,lose
1022215,lose
1022216,lose
1022217,lose
1022218,win
1022219,win
1022226,draw
954598,draw
954628,win
959287,win
977990,win
979601,lose
984581,draw
984583,draw
984586,win
984587,lose
984588,draw
984591,draw
984592,win
984593,lose
984844,draw
984846,draw
984847,win
984849,win
984850,draw
984851,draw
984866,lose
984892,win
984906,draw
954831,win
964408,win
964418,win
967741,win
967742,lose
967743,draw
968193,lose
969909,win
969965,lose
971131,draw
971138,lose
971139,draw
973437,lose
975387,draw
975394,lose
975395,win
975397,lose
975528,win
975532,draw
976288,lose
976294,lose
976300,win
976302,win
980376,lose
981912,win
983563,draw
985506,win
992389,draw
992390,draw
992657,win
1000658,draw
1002086,draw
1002093,draw
1005627,win
1005772,win
1005776,draw
1006470,win
1011169,lose
1014330,win
1019157,win
1019158,win
1020695,win
1022102,win
992675,lose
1015618,win
957185,lose
957201,win
962347,win
972578,win
1004653,draw
1004654,win
1004655,win
1004656,win
1004659,draw
1021070,win
1021621,draw
953595,lose
959466,win
959469,draw
959470,win
960474,lose
960475,lose
960477,lose
960479,draw
961202,draw
963817,draw
974600,lose
976879,win
976885,lose
977024,lose
977025,draw
977026,lose
977027,lose
977028,win
977029,lose
977036,lose
979962,win
984287,lose
989114,win
989200,lose
989202,lose
989204,win
989205,lose
989208,lose
989209,lose
989395,draw
993385,draw
1009169,win
1009172,win
1012810,lose
1013509,win
1014331,win
1014332,win
1014333,win
1014384,lose
1016917,lose
1018036,win
1018181,win
1019491,draw
1020028,draw
974048,win
959284,win
992391,win
1020709,win
1020710,win
1020711,draw
1020712,draw
1020713,win
1022103,draw
1022104,draw
961833,draw
955142,win
961197,win
961199,win
961201,draw
963811,lose
963814,draw
964572,lose
967610,win
967619,win
977982,win
977994,draw
979947,draw
979963,win
979967,draw
979970,draw
986499,win
986510,lose
986517,draw
986518,win
986549,lose
987336,win
1001679,draw
1009175,win
1010540,draw
1010541,draw
1010543,lose
1010544,draw
1010545,draw
1010546,win
1010547,draw
1010559,win
1010560,draw
1013510,lose
1015433,lose
1015952,lose
1019155,win
1019156,draw
1020871,draw
1020873,lose
1021637,lose
1021638,win
1021640,win
1021657,lose
1022099,lose
1022100,draw
972905,win
954609,win
965046,win
980373,win
1002092,win
1002095,lose
1011141,win
1011170,lose
1021622,lose
957197,draw
961138,draw
962188,draw
971785,lose
971787,win
971788,lose
971790,draw
971796,win
971798,win
971803,win
971804,win
974599,draw
975517,win
986473,draw
986478,draw
986509,lose
986515,draw
986538,draw
986559,win
986566,lose
991351,draw
1002848,lose
1002849,win
1002850,draw
1002851,win
1002884,win
1006467,lose
1006469,draw
1006471,win
1006473,win
1006474,lose
1009171,win
1014561,win
1014564,lose
1015754,lose
1017623,draw
1018180,win
1019490,draw
1019677,win
1020062,win
1021059,lose
1021662,win
1022236,win
976875,win
976883,lose
984297,lose
974046,lose
961859,win
967616,win
986474,win
986480,win
989399,win
1001428,win
1008580,lose
1021639,win
1019452,lose
964580,draw
1017534,lose
993391,win
1008746,lose
1014606,draw
975114,draw
986732,draw
1002853,draw
1017676,draw
1020029,lose
1021623,win
984288,draw
993398,win
1008748,lose
1013502,lose
1017624,win
1021337,win
974047,draw
976296,lose
954991,lose
1012809,win
1012811,draw
1012813,win
1012815,draw
1012817,win
967620,win
1006344,win
993401,draw
1003913,win
1006330,win
1013595,win
1016545,win
1013512,lose
984295,lose
1003914,win
1012818,draw
1008582,win
984285,win
1001344,lose
1006332,lose
985155,win
964578,draw
979934,lose
1017395,win
963815,lose
964414,win
1022105,win
1015434,draw
1018246,win
1018247,draw
1022118,lose
1022237,win
1019492,draw
964574,lose
1020542,lose
1020866,lose
1020867,win
1020868,draw
1021071,draw
1021624,lose
957199,lose
960296,lose
964248,lose
989637,win
989639,win
1021664,lose
975518,win
989396,lose
1002087,draw
1002112,win
1002117,win
1002855,win
1017550,win
1020052,lose
1005690,win
1005695,win
1014608,win
1019493,lose
960476,draw
1005687,lose
1017533,lose
1021576,win
1022119,lose
1021625,win
962629,lose
980375,lose
1008749,draw
1008751,win
1017677,lose
993383,win
955519,win
976292,win
1017851,win
1020368,draw
1020509,win
1021419,win
954618,win
967622,win
974049,lose
1021570,win
1021562,win
984300,win
1006350,draw
1012816,draw
993384,win
993397,draw
984292,lose
1021700,lose
1021688,lose
1021691,win
1021693,lose
1018607,win
1021695,lose
989598,win
989604,draw
1021794,lose
1016799,draw
1022112,draw
1018080,win
1018081,win
1020139,win
1020143,win
1020768,win
1013934,lose
1016800,win
1018082,win
1019320,win
1020414,win
1021435,win
1021436,draw
1021437,win
1021438,draw
1021439,draw
1021440,win
1022312,draw
1022313,lose
1019329,lose
1016483,lose
1016485,win
1017865,draw
960290,draw
960292,lose
960294,draw
960297,draw
1010334,lose
1015296,draw
1020926,lose
1020927,win
1020928,win
1020929,lose
1021223,win
973327,lose
1006468,draw
1011142,lose
1011171,win
1013963,win
1015535,lose
1015540,lose
1015953,lose
1017840,win
1017890,draw
1018840,win
1018841,win
1018848,lose
1019459,draw
1019460,draw
1020521,win
1020687,win
1020827,draw
1021224,lose
983573,win
983576,win
983591,draw
1005681,win
1009036,win
1009037,win
1016516,win
1016517,lose
1017839,win
1017877,lose
1018630,draw
955506,win
955509,lose
955511,win
955512,win
955515,win
955530,draw
955532,win
955536,draw
975209,draw
1022279,win
958887,lose
980888,win
981190,draw
981375,draw
1015264,lose
1015906,lose
1016865,draw
1016866,win
1016870,draw
1016876,win
1016885,draw
1016890,lose
1016900,lose
1017463,lose
1017492,win
1017729,draw
1017730,lose
1017734,lose
1017915,lose
1018026,lose
1018324,win
1018483,win
1018809,lose
1019429,win
1019825,draw
1019963,lose
1020367,lose
1020424,win
1020428,lose
1020429,lose
1020498,lose
1020499,draw
1020500,win
1020501,draw
1020510,lose
1020754,draw
1020788,win
1021321,draw
1021454,lose
1021462,win
1021712,win
1007219,win
1014884,win
1007214,win
1007221,win
1014882,win
1017761,win
1021692,lose
1021694,draw
1021696,draw
1018443,lose
1009787,win
1009788,draw
1009789,win
1009790,win
1009791,win
1009792,lose
1009793,lose
1009794,win
1009795,lose
1021698,lose
1014691,win
1014692,win
1014693,win
1014694,lose
1014695,lose
1014696,lose
1021690,win
1021697,lose
1001866,lose
1015938,lose
1021689,lose
1022274,draw
1014337,lose
1016802,win
1021626,draw
1014334,win
1014335,win
1014336,win
1020876,win
961249,win
961251,lose
961252,win
961257,win
961258,win
979941,win
1013964,win
1015683,draw
1018001,draw
1018002,win
1018003,lose
1018004,lose
1018006,draw
1018022,lose
1018547,win
1018930,lose
1020512,lose
1020513,win
1022358,win
1022359,win
1022360,draw
1022361,draw
1005774,win
1005777,draw
1005779,draw
1016801,draw
1018627,lose
1021449,lose
1022113,win
961253,win
961254,win
1005782,lose
1016648,win
1016666,win
1017596,lose
1019458,lose
1019461,win
1020874,win
1020875,draw
1020877,win
1021450,draw
1021627,win
1021706,lose
1015944,lose
1016611,win
1016645,lose
1016646,win
1017737,draw
1017940,win
1018612,lose
1018844,win
1019316,lose
1020685,draw
1020954,win
1017986,win
1017987,lose
1018603,draw
1021910,draw
1016486,win
1016647,draw
1016660,win
1017223,draw
1017224,lose
1017891,lose
1018021,draw
1018023,win
1019853,lose
983575,draw
983593,win
983597,lose
983619,win
1005683,win
1017941,win
1018025,win
1018632,draw
1018839,lose
1020086,draw
1016617,lose
1017883,lose
1018501,win
1018635,win
1020804,draw
1022342,win
1018931,win
1016879,lose
1019310,lose
1020494,lose
1020495,draw
1020793,draw
1020795,draw
1021455,win
1021460,lose
1016892,lose
1014259,lose
1014261,win
1007218,win
1013438,win
1022203,lose
1022204,draw
1014260,lose
1007215,win
1007222,lose
1013428,draw
1021326,lose
1020783,lose
1018915,lose
1020780,lose
1020781,win
1020782,win
1018823,draw
1021641,win
1016803,draw
1021628,draw
1016804,lose
1014508,lose
1018508,lose
1015569,lose
1020869,win
1020895,draw
1020896,win
1021448,win
1021642,win
1021225,win
1021629,lose
1009127,lose
1020430,lose
1020790,win
1021532,draw
1021705,draw
1021707,draw
1021456,win
1021458,draw
1007217,win
1007220,win
1007216,win
1013433,draw
1014074,win
1020456,lose
957255,draw
967842,win
1007129,lose
1022095,win
1002662,draw
1002667,lose
1007826,win
996216,win
1004657,lose
1004658,lose
1004660,draw
1004662,lose
1004664,lose
1018822,win
1020897,lose
1020930,win
1020931,win
1020932,win
1020933,lose
1004663,draw
1021630,draw
1016921,lose
1021643,win
1018916,win
1019495,draw
1022244,win
1022245,win
1022246,win
1022247,draw
1022248,win
1022249,lose
964421,win
971995,lose
979444,lose
987337,lose
1022251,lose
1022252,lose
1022280,draw
961209,win
961212,draw
964581,lose
1017398,draw
1021072,lose
1021631,win
1022250,lose
969133,win
960298,win
960299,lose
960301,win
960303,lose
962472,win
962533,win
965049,win
1005634,draw
1013840,win
1021408,win
1019494,lose
973418,win
964254,lose
965364,draw
968027,win
973407,lose
973410,win
973414,draw
973450,win
973460,win
975469,lose
975534,win
979433,draw
979435,draw
979438,win
980388,win
1002113,win
1005630,win
1005632,lose
1011143,draw
1020030,lose
1022585,win
968197,lose
979441,draw
1015440,lose
955527,draw
955529,win
955531,lose
955537,win
955538,lose
955539,win
955541,win
955542,lose
960480,draw
977420,lose
977421,draw
977422,win
977424,lose
977425,win
977427,win
977428,win
1022040,draw
1006815,win
1021632,win
1021633,lose
960280,win
962114,win
1017625,draw
1021061,win
954828,lose
957989,win
972596,draw
1006714,draw
1006716,win
1006718,win
1006805,lose
1006806,draw
1006817,draw
1006830,draw
1021364,win
974060,win
974612,draw
980392,win
1022264,win
967627,win
1019028,win
1022272,win
1022273,draw
984303,lose
1014881,win
1006358,draw
1014885,win
1001329,draw
984301,win
1014886,win
1001331,win
1003915,win
1007467,lose
1009796,lose
1018110,lose
1007458,lose
1007653,draw
1007932,lose
1007936,win
1007937,win
1007938,draw
1007939,lose
1009797,draw
1009798,win
1014697,lose
1007825,win
1007827,lose
1007935,lose
1007940,lose
1009799,win
1009800,draw
1013589,lose
1022617,lose
1007741,lose
1007792,lose
1007812,draw
1007814,lose
1007882,lose
1007988,win
1009801,lose
1009802,lose
1010453,lose
1014698,draw
1014699,draw
1013235,win
1017020,win
953603,draw
1001738,draw
1007130,win
1007934,draw
961270,win
1001653,win
1001654,lose
1001734,lose
989767,win
1001729,win
1002668,win
1007131,lose
1007942,draw
1018377,draw
1022161,lose
1001737,lose
1022209,draw
1001732,draw
1001735,win
1001736,lose
1007951,win
1009803,win
1013568,win
1013819,lose
1013820,win
1013965,draw
1013966,lose
1018379,draw
1020543,lose
979915,win
975525,lose
975529,win
1001731,lose
953597,lose
953601,draw
953602,lose
957246,lose
962518,lose
962562,win
962656,win
967844,lose
968199,win
969941,win
971997,win
974056,draw
981908,lose
981914,draw
981928,win
981930,draw
981948,win
989798,lose
1000655,lose
1000737,win
1016947,lose
1016948,win
1018380,lose
1019063,draw
1019106,win
1022619,win
1019744,lose
953598,win
954633,draw
966151,win
966202,lose
966211,draw
966213,win
966221,lose
966223,win
966226,lose
966229,draw
966233,win
966234,lose
966237,lose
966238,draw
966978,draw
966991,win
967116,win
981926,lose
981931,win
990954,win
1000719,win
1017021,win
1017022,draw
1018375,win
1021367,win
1013241,win
1013242,lose
964255,lose
964256,win
964258,draw
964259,draw
964261,lose
964263,lose
964674,win
964739,win
965048,lose
965137,draw
965139,draw
965144,win
965191,win
965360,win
965366,win
965370,lose
965392,lose
965416,lose
965456,lose
965668,win
969958,win
973444,lose
975463,win
975791,win
981906,lose
981907,lose
981910,lose
987319,win
996303,win
996524,lose
1000597,win
1000610,draw
1000613,lose
1000664,draw
1000744,win
1005633,draw
1011319,win
1018619,win
1020544,draw
1022162,lose
1022629,lose
1022630,win
1022632,win
966863,win
972024,win
977989,win
977991,lose
977993,win
978001,draw
978004,win
978005,lose
978006,win
978007,lose
979602,win
953604,draw
955567,draw
961210,win
961860,win
964412,win
965045,draw
965047,win
965655,draw
965669,win
966397,lose
966400,draw
966401,win
966402,lose
967843,win
968026,lose
968203,lose
969936,win
969966,win
972022,win
972595,win
975396,lose
977423,win
978507,lose
980379,win
980381,draw
980382,win
980383,win
980386,win
980387,win
980389,lose
980391,draw
980393,draw
981938,win
983588,win
983592,win
983594,win
983599,draw
983600,draw
983601,win
983612,draw
998834,draw
998963,draw
1000683,lose
1000749,win
1013890,win
953600,win
962166,win
962281,draw
962325,draw
962335,lose
962369,win
965667,lose
968029,lose
972590,win
975465,win
978500,win
978505,win
978506,lose
1006472,lose
1009297,win
1009303,win
1009306,draw
1009308,lose
1009311,draw
1021060,lose
953596,win
954603,win
954604,draw
954624,win
954636,lose
954664,lose
957977,win
957979,lose
957981,win
957987,draw
957988,win
957991,win
957992,draw
957993,lose
957994,lose
957996,draw
958835,win
958876,lose
958881,lose
958890,draw
958902,win
958905,win
958912,draw
958918,win
958922,draw
958923,draw
958928,win
959000,win
959197,lose
959202,lose
959240,lose
959242,lose
959245,win
959247,win
959248,lose
959249,lose
959254,win
959255,draw
959256,win
959257,win
959286,lose
961812,lose
961814,win
961815,win
961816,lose
961817,win
963821,draw
963822,win
963825,draw
963826,draw
964410,win
964413,win
965035,win
969963,win
970376,win
970378,win
970379,lose
970380,win
970381,lose
970382,win
970383,win
970392,win
970393,lose
970395,lose
970396,draw
970964,win
970967,win
970969,win
970972,win
970973,win
970974,draw
970975,lose
970976,draw
970977,win
970978,lose
970979,lose
972000,win
972020,draw
972025,win
972026,win
972033,win
972914,lose
972915,draw
972916,win
972917,win
972918,lose
973424,draw
973452,win
973455,win
973458,draw
974610,draw
974614,win
975467,win
976687,lose
976695,draw
976696,lose
976700,draw
976701,win
981038,win
981044,draw
981046,lose
981047,draw
981048,win
981049,win
981050,lose
981054,lose
981055,draw
981056,win
981057,win
981539,win
981543,lose
981544,win
981548,lose
981550,win
981552,draw
981554,win
981555,draw
981559,draw
981560,win
981561,lose
981562,lose
983846,draw
983854,win
983856,win
983858,draw
986575,win
987339,win
989394,win
989400,draw
1002115,win
1005784,draw
1005785,draw
1010409,win
1010437,win
1010438,lose
1010439,win
1010440,lose
1010441,lose
1011172,lose
1014585,lose
1014846,lose
1014848,win
1014849,win
1014850,lose
1016949,lose
1019065,win
1019159,draw
1019160,draw
1019497,win
1019745,draw
1020406,lose
1020407,lose
1020408,draw
1020409,lose
1020410,lose
1020411,lose
1020769,lose
1020770,lose
1021365,win
1021368,win
1021369,draw
1021644,lose
1022106,lose
1022382,win
1022383,lose
1022907,win
1023619,draw
974059,win
953599,lose
983855,draw
986572,lose
1004364,lose
1004368,draw
1004370,lose
1004380,draw
1004382,lose
1017397,win
1017399,lose
1020717,win
1017556,win
961607,win
955007,win
961268,win
964575,lose
964716,win
967618,lose
969949,lose
971286,win
971290,lose
971298,lose
971300,win
971301,win
972593,lose
983844,lose
986511,win
986525,win
986571,win
1001650,lose
1014847,draw
1015439,win
1017303,draw
1017304,win
1017305,draw
1017306,lose
1017307,win
1017309,lose
1017555,lose
1019123,win
1019126,lose
1019127,win
1019128,lose
1021124,win
1022065,draw
1022066,draw
1022081,win
1022082,win
1022253,win
1022265,draw
1022281,draw
1022282,win
1022283,win
1022644,lose
1022645,lose
1022646,draw
1022647,lose
963823,win
983845,win
1017396,draw
957248,win
974608,win
974616,draw
975522,lose
975526,lose
976306,win
983861,win
984864,win
986516,win
986570,win
1002860,draw
1014506,win
1014507,lose
1014563,draw
1017652,lose
1019496,lose
1021073,win
1021189,win
1022381,draw
1008752,draw
1008754,win
984299,win
984310,win
1021338,draw
954668,lose
957187,win
957990,win
959290,lose
959296,win
962268,lose
974061,win
977040,win
986529,win
1021645,win
1022220,win
961834,win
1022107,draw
1022108,lose
959473,lose
959475,win
960478,lose
960482,lose
964587,lose
972601,win
986524,win
1003916,win
1017554,lose
1019743,win
1022109,win
1022266,draw
967628,lose
971292,win
1017535,draw
956331,draw
956332,lose
956333,win
956334,win
956335,draw
956336,win
956337,lose
956338,draw
956339,draw
956340,draw
1014610,draw
954874,win
954944,draw
954996,win
955090,draw
955093,win
975116,win
1017653,win
1017654,draw
1017678,lose
1022380,win
961208,win
1014263,win
984311,lose
989765,lose
1006719,lose
1008750,win
1008753,win
1017679,win
1018170,win
1021062,lose
1021339,draw
974063,win
976310,lose
1003917,draw
1012824,win
967621,lose
1003918,win
1014880,lose
1014883,win
1014887,win
1019056,lose
1022267,lose
1008935,draw
984305,draw
1008581,win
1001362,lose
1014878,lose
1022055,lose
984306,win
1003919,win
1003920,win
1016546,lose
1001373,draw
1003921,win
1014879,draw
1001414,draw
1008936,lose
1001394,win
1001406,lose
1003922,lose
1007456,win
1007460,win
1007465,lose
1018111,draw
1018112,lose
1007128,lose
1007457,lose
1007652,lose
1007654,win
1014700,win
1022654,win
1009804,win
1013600,lose
1014701,draw
1014702,lose
1013238,win
1017024,lose
1017026,win
1013567,win
1013577,lose
1017023,draw
961262,win
957242,win
1022663,draw
1022664,lose
968205,draw
986523,lose
1022673,win
974055,draw
974607,win
986485,draw
986492,lose
986493,draw
986545,draw
986546,draw
986553,win
986563,win
986564,lose
986578,win
986734,draw
987134,win
989766,lose
989772,win
1013967,lose
1018171,win
979973,lose
975523,draw
976318,win
957205,lose
966776,win
966903,win
966908,lose
966909,lose
966963,lose
966965,win
966970,lose
966971,draw
966975,win
966983,win
966986,lose
989768,lose
1015570,win
1016805,win
1016922,win
1018376,win
1018378,win
1021105,draw
1021366,win
972591,win
1021123,win
962431,lose
962538,win
962646,win
966890,win
966911,lose
966947,lose
966987,lose
968028,lose
1017027,win
1013236,win
1013237,win
1013239,win
1013240,lose
1000569,lose
964257,lose
964260,lose
964262,lose
965371,lose
968200,win
1000735,win
1005631,lose
1015610,win
1020063,win
1020064,lose
1020545,win
1022674,lose
1022675,lose
1022676,win
1022677,win
1022678,win
1022679,draw
955959,win
955960,win
955961,lose
955962,win
955963,draw
955964,win
955965,draw
982326,win
982327,lose
984582,draw
984584,lose
984585,draw
984590,lose
984594,win
984595,draw
984596,draw
984597,lose
984863,lose
984865,win
984867,lose
984876,win
984877,draw
984878,lose
984894,draw
984911,win
1017680,draw
1022615,lose
1019451,win
955059,win
957244,win
961206,draw
965051,win
968025,lose
968030,lose
971136,lose
971137,win
971140,win
971147,win
973419,win
975399,lose
975415,win
975524,lose
976304,win
976308,win
976314,lose
976320,lose
976322,draw
985500,draw
985505,win
985509,lose
985510,win
992652,lose
992653,lose
1000653,draw
1002106,win
1002111,lose
1002579,win
1002580,draw
1010564,draw
1011173,draw
1016806,draw
1019678,lose
1019809,draw
1019810,win
954615,lose
1015635,draw
957209,draw
962161,win
1019023,lose
1021074,win
959471,win
959472,win
959478,draw
960481,draw
965674,win
974611,win
977034,lose
977035,lose
977038,draw
977041,win
977043,lose
989206,draw
989207,win
989218,lose
989220,lose
989221,draw
989222,win
989226,lose
989397,win
989402,draw
1005781,draw
1005783,lose
1005787,draw
1009173,draw
1009176,win
1014338,lose
1014339,win
1014340,draw
1014341,win
1014385,draw
1014386,win
1014562,win
1018183,win
1019161,draw
1019162,lose
1019851,lose
1020031,win
1020151,win
1020879,draw
1021106,win
1022115,lose
1022592,lose
974057,lose
959288,win
1015437,win
1019498,draw
1020714,lose
1020715,draw
1020716,lose
1020718,lose
1021340,lose
1022616,win
961597,draw
955157,draw
961207,lose
961213,draw
961255,win
961260,win
961264,lose
961266,win
964577,win
967631,win
967642,win
972594,lose
973447,win
978504,lose
979905,lose
979944,win
979964,lose
979965,lose
979966,lose
979968,win
979971,lose
979972,lose
986494,draw
986498,draw
986522,win
986565,win
1001651,win
1001656,draw
1005786,lose
1010548,win
1010549,lose
1010550,win
1010551,win
1010552,draw
1010561,draw
1010562,win
1010563,win
1013968,lose
1014584,win
1016808,draw
1017308,draw
1021036,win
1021125,win
1022268,lose
1022269,draw
1022270,lose
1022284,lose
1022221,win
1022222,win
1022223,draw
954612,win
986562,win
1002108,lose
1002110,win
1011082,lose
1019453,win
957206,win
962304,draw
971786,lose
971789,win
971792,win
971793,lose
971794,win
971795,lose
971797,draw
971801,win
972585,draw
974613,win
974617,win
975531,win
976316,win
986502,win
986504,win
986567,win
986569,lose
986580,win
986747,lose
986754,draw
1002854,draw
1002856,lose
1002857,lose
1002858,draw
1002861,lose
1006482,lose
1006483,draw
1006484,draw
1006488,win
1006489,lose
1006490,win
1014565,win
1017626,win
1018182,lose
1020032,win
1021063,lose
1022241,win
984304,draw
961211,win
974054,draw
986507,lose
1014264,win
1016920,lose
1017557,win
1019499,draw
1024722,draw
959291,lose
961835,lose
964584,draw
966955,win
967623,lose
972592,win
989405,lose
1001442,draw
1009174,lose
1010565,win
1020820,lose
1020878,win
1020880,win
1020881,win
1022330,win
1008589,win
1014611,draw
991352,win
1002859,lose
1017537,draw
984302,win
1017627,lose
974062,lose
976312,lose
955022,draw
1012819,win
1012820,lose
1012822,draw
1012823,draw
1012825,lose
1012827,draw
967636,lose
1006345,win
1006347,lose
1006349,draw
1003923,lose
1006354,lose
1014262,win
1008587,draw
1012828,draw
1003924,win
1001433,lose
1006351,win
1004206,win
957256,draw
957203,win
1021231,win
957204,draw
989596,draw
1021824,lose
1021825,win
985161,win
985166,win
1011174,win
1016807,win
1016809,win
1018250,draw
1022116,draw
957208,draw
1002109,lose
1020546,win
963828,win
1015438,win
1016810,lose
957202,win
1002114,win
1020900,draw
1020901,win
1021075,win
981944,win
989645,lose
989646,draw
989647,lose
975535,win
1002887,win
1018846,lose
1020053,win
1020054,lose
1021608,lose
1022369,draw
1022370,lose
1022373,win
1022374,draw
1014609,win
960506,win
977039,win
1017536,win
1022327,lose
1022375,win
969931,draw
962569,win
980385,draw
993399,lose
993392,win
993393,win
993394,lose
993395,lose
993396,draw
993400,lose
993402,win
993403,draw
975210,win
1006825,win
1006826,lose
1006838,lose
1006839,win
954654,win
967637,win
974058,win
1006834,win
984307,win
1006346,draw
1006348,lose
1012821,win
984309,lose
1008588,win
1022991,lose
1001793,win
1023001,draw
1013855,lose
980390,lose
1018611,win
1023004,win
1021393,lose
1022444,draw
1018251,lose
979437,lose
979443,win
1016518,win
1018083,draw
1018638,win
1018639,lose
1018642,win
1018842,draw
1018843,win
1020689,lose
1023015,lose
978508,draw
978509,draw
978515,win
978516,win
980384,draw
980394,draw
980395,lose
980396,draw
980397,draw
980399,lose
980401,win
980402,win
1010337,draw
1011144,draw
1011175,lose
1013882,draw
1014505,lose
1015316,lose
1015325,draw
1018084,win
1018618,win
1021795,lose
1022322,lose
1016519,win
1022316,lose
1022317,draw
1022323,lose
1022326,win
1021821,win
978514,draw
1009033,lose
1018252,win
1018279,lose
1022681,lose
1021899,win
1019443,lose
1023014,lose
980398,draw
1014504,win
1018085,win
1020898,win
1020899,win
1021819,win
1022133,win
1022138,lose
1022143,lose
1022318,lose
1022319,lose
1022321,lose
1022324,win
1022325,lose
1022328,draw
979440,draw
979445,win
1021394,draw
1022657,lose
1022315,lose
1022320,win
1020423,draw
1020425,draw
1020426,win
1020755,win
1021461,draw
1022655,lose
1022669,draw
1022685,draw
1022688,win
1022689,lose
1022908,win
1014892,lose
1014894,lose
1014890,win
1014896,draw
1007223,win
1013445,draw
1013446,win
1020452,win
953613,draw
1022446,lose
1022443,lose
953609,win
1009805,win
1009806,lose
1009807,lose
1009808,lose
1009809,draw
1009810,win
1009811,draw
1014703,win
1009812,win
1014704,draw
1014705,draw
1014706,draw
1014707,lose
1014708,draw
953605,win
964417,win
1007719,lose
1007731,draw
1007779,lose
1007820,win
1009813,lose
1022445,draw
1022447,draw
1022448,lose
1023028,draw
1023029,win
1023030,draw
953607,draw
1022449,win
953606,win
1007783,lose
953608,draw
953611,lose
961861,win
964419,win
1016493,lose
1022716,lose
953610,win
953612,lose
961599,lose
964430,lose
967852,win
1014342,win
1014343,win
1014344,lose
1014345,draw
1021898,win
1022156,win
1022717,lose
1022718,draw
964422,win
1021672,win
1022275,draw
1021320,lose
961191,win
964717,draw
979957,lose
997043,lose
1010567,lose
1010569,win
1010571,win
1010572,win
1010573,lose
1010574,draw
1013969,win
1017400,win
1017401,draw
1017402,win
1017404,lose
1018092,lose
1019470,win
1022067,win
1022068,draw
1022083,win
1022084,win
1022286,draw
1022121,win
1022151,lose
961862,win
964420,lose
1013780,lose
1018253,lose
1020387,draw
1022126,lose
1022127,lose
1022129,draw
1022130,lose
1022131,draw
1022134,lose
1022135,draw
1022136,draw
1022137,draw
1022140,win
1022141,lose
1022142,win
1022144,win
1022145,draw
1022146,lose
